Id,Data
1422,./22__M_Left_little_finger.BMP
1423,./22__M_Left_middle_finger.BMP
1424,./22__M_Left_ring_finger.BMP
1425,./22__M_Left_thumb_finger.BMP
1426,./22__M_Right_index_finger.BMP
1427,./22__M_Right_little_finger.BMP
1428,./22__M_Right_middle_finger.BMP
1429,./22__M_Right_ring_finger.BMP
1430,./22__M_Right_thumb_finger.BMP
1431,./230__M_Left_index_finger.BMP
1432,./230__M_Left_little_finger.BMP
1433,./230__M_Left_middle_finger.BMP
1434,./230__M_Left_ring_finger.BMP
1435,./230__M_Left_thumb_finger.BMP
1436,./230__M_Right_index_finger.BMP
1437,./230__M_Right_little_finger.BMP
1438,./230__M_Right_middle_finger.BMP
1439,./230__M_Right_ring_finger.BMP
1440,./230__M_Right_thumb_finger.BMP
1441,./231__M_Left_index_finger.BMP
1442,./231__M_Left_little_finger.BMP
1443,./231__M_Left_middle_finger.BMP
1444,./231__M_Left_ring_finger.BMP
1445,./231__M_Left_thumb_finger.BMP
1446,./231__M_Right_index_finger.BMP
1447,./231__M_Right_little_finger.BMP
1448,./231__M_Right_middle_finger.BMP
1449,./231__M_Right_ring_finger.BMP
1450,./231__M_Right_thumb_finger.BMP
1451,./232__M_Left_index_finger.BMP
1452,./232__M_Left_little_finger.BMP
1453,./232__M_Left_middle_finger.BMP
1454,./232__M_Left_ring_finger.BMP
1455,./232__M_Left_thumb_finger.BMP
1456,./232__M_Right_index_finger.BMP
1457,./232__M_Right_little_finger.BMP
1458,./232__M_Right_middle_finger.BMP
1459,./232__M_Right_ring_finger.BMP
1460,./232__M_Right_thumb_finger.BMP
1461,./233__M_Left_index_finger.BMP
1462,./233__M_Left_little_finger.BMP
1463,./233__M_Left_middle_finger.BMP
1464,./233__M_Left_ring_finger.BMP
1465,./233__M_Left_thumb_finger.BMP
1466,./233__M_Right_index_finger.BMP
1467,./233__M_Right_little_finger.BMP
1468,./233__M_Right_middle_finger.BMP
1469,./233__M_Right_ring_finger.BMP
1470,./233__M_Right_thumb_finger.BMP
1471,./234__M_Left_index_finger.BMP
1472,./234__M_Left_little_finger.BMP
1473,./234__M_Left_middle_finger.BMP
1474,./234__M_Left_ring_finger.BMP
1475,./234__M_Left_thumb_finger.BMP
1476,./234__M_Right_index_finger.BMP
1477,./234__M_Right_little_finger.BMP
1478,./234__M_Right_middle_finger.BMP
1479,./234__M_Right_ring_finger.BMP
1480,./234__M_Right_thumb_finger.BMP
1481,./235__M_Left_index_finger.BMP
1482,./235__M_Left_little_finger.BMP
1483,./235__M_Left_middle_finger.BMP
1484,./235__M_Left_ring_finger.BMP
1485,./235__M_Left_thumb_finger.BMP
1486,./235__M_Right_index_finger.BMP
1487,./235__M_Right_little_finger.BMP
1488,./235__M_Right_middle_finger.BMP
1489,./235__M_Right_ring_finger.BMP
1490,./235__M_Right_thumb_finger.BMP
1491,./236__M_Left_index_finger.BMP
1492,./236__M_Left_little_finger.BMP
1493,./236__M_Left_middle_finger.BMP
1494,./236__M_Left_ring_finger.BMP
1495,./236__M_Left_thumb_finger.BMP
1496,./236__M_Right_index_finger.BMP
1497,./236__M_Right_little_finger.BMP
1498,./236__M_Right_middle_finger.BMP
1499,./236__M_Right_ring_finger.BMP
1500,./236__M_Right_thumb_finger.BMP
1501,./237__M_Left_index_finger.BMP
1502,./237__M_Left_little_finger.BMP
1503,./237__M_Left_middle_finger.BMP
1504,./237__M_Left_ring_finger.BMP
1505,./237__M_Left_thumb_finger.BMP
1506,./237__M_Right_index_finger.BMP
1507,./237__M_Right_little_finger.BMP
1508,./237__M_Right_middle_finger.BMP
1509,./237__M_Right_ring_finger.BMP
1510,./237__M_Right_thumb_finger.BMP
1511,./238__M_Left_index_finger.BMP
1512,./238__M_Left_little_finger.BMP
1513,./238__M_Left_middle_finger.BMP
1514,./238__M_Left_ring_finger.BMP
1515,./238__M_Left_thumb_finger.BMP
1516,./238__M_Right_index_finger.BMP
1517,./238__M_Right_little_finger.BMP
1518,./238__M_Right_middle_finger.BMP
1519,./238__M_Right_ring_finger.BMP
1520,./238__M_Right_thumb_finger.BMP
1521,./239__M_Left_index_finger.BMP
1522,./239__M_Left_little_finger.BMP
1523,./239__M_Left_middle_finger.BMP
1524,./239__M_Left_ring_finger.BMP
1525,./239__M_Left_thumb_finger.BMP
1526,./239__M_Right_index_finger.BMP
1527,./239__M_Right_little_finger.BMP
1528,./239__M_Right_middle_finger.BMP
1529,./239__M_Right_ring_finger.BMP
1530,./239__M_Right_thumb_finger.BMP
1531,./23__M_Left_index_finger.BMP
1532,./23__M_Left_little_finger.BMP
1533,./23__M_Left_middle_finger.BMP
1534,./23__M_Left_ring_finger.BMP
1535,./23__M_Left_thumb_finger.BMP
1536,./23__M_Right_index_finger.BMP
1537,./23__M_Right_little_finger.BMP
1538,./23__M_Right_middle_finger.BMP
1539,./23__M_Right_ring_finger.BMP
1540,./23__M_Right_thumb_finger.BMP
1541,./240__F_Left_index_finger.BMP
1542,./240__F_Left_little_finger.BMP
1543,./240__F_Left_middle_finger.BMP
1544,./240__F_Left_ring_finger.BMP
1545,./240__F_Left_thumb_finger.BMP
1546,./240__F_Right_index_finger.BMP
1547,./240__F_Right_little_finger.BMP
1548,./240__F_Right_middle_finger.BMP
1549,./240__F_Right_ring_finger.BMP
1550,./240__F_Right_thumb_finger.BMP
1551,./241__M_Left_index_finger.BMP
1552,./241__M_Left_little_finger.BMP
1553,./241__M_Left_middle_finger.BMP
1554,./241__M_Left_ring_finger.BMP
1555,./241__M_Left_thumb_finger.BMP
1556,./241__M_Right_index_finger.BMP
1557,./241__M_Right_little_finger.BMP
1558,./241__M_Right_middle_finger.BMP
1559,./241__M_Right_ring_finger.BMP
1560,./241__M_Right_thumb_finger.BMP
1561,./242__M_Left_index_finger.BMP
1562,./242__M_Left_little_finger.BMP
1563,./242__M_Left_middle_finger.BMP
1564,./242__M_Left_ring_finger.BMP
1565,./242__M_Left_thumb_finger.BMP
1566,./242__M_Right_index_finger.BMP
1567,./242__M_Right_little_finger.BMP
1568,./242__M_Right_middle_finger.BMP
1569,./242__M_Right_ring_finger.BMP
1570,./242__M_Right_thumb_finger.BMP
1571,./243__M_Left_index_finger.BMP
1572,./243__M_Left_little_finger.BMP
1573,./243__M_Left_middle_finger.BMP
1574,./243__M_Left_ring_finger.BMP
1575,./243__M_Left_thumb_finger.BMP
1576,./243__M_Right_index_finger.BMP
1577,./243__M_Right_little_finger.BMP
1578,./243__M_Right_middle_finger.BMP
1579,./243__M_Right_ring_finger.BMP
1580,./243__M_Right_thumb_finger.BMP
1581,./244__M_Left_index_finger.BMP
1582,./244__M_Left_little_finger.BMP
1583,./244__M_Left_middle_finger.BMP
1584,./244__M_Left_ring_finger.BMP
1585,./244__M_Left_thumb_finger.BMP
1586,./244__M_Right_index_finger.BMP
1587,./244__M_Right_little_finger.BMP
1588,./244__M_Right_middle_finger.BMP
1589,./244__M_Right_ring_finger.BMP
1590,./244__M_Right_thumb_finger.BMP
1591,./245__M_Left_index_finger.BMP
1592,./245__M_Left_little_finger.BMP
1593,./245__M_Left_middle_finger.BMP
1594,./245__M_Left_ring_finger.BMP
1595,./245__M_Left_thumb_finger.BMP
1596,./245__M_Right_index_finger.BMP
1597,./245__M_Right_little_finger.BMP
1598,./245__M_Right_middle_finger.BMP
1599,./245__M_Right_ring_finger.BMP
1600,./245__M_Right_thumb_finger.BMP
1601,./246__M_Left_index_finger.BMP
1602,./246__M_Left_little_finger.BMP
1603,./246__M_Left_middle_finger.BMP
1604,./246__M_Left_ring_finger.BMP
1605,./246__M_Left_thumb_finger.BMP
1606,./246__M_Right_index_finger.BMP
1607,./246__M_Right_little_finger.BMP
1608,./246__M_Right_middle_finger.BMP
1609,./246__M_Right_ring_finger.BMP
1610,./246__M_Right_thumb_finger.BMP
1611,./247__M_Left_index_finger.BMP
1612,./247__M_Left_little_finger.BMP
1613,./247__M_Left_middle_finger.BMP
1614,./247__M_Left_ring_finger.BMP
1615,./247__M_Left_thumb_finger.BMP
1616,./247__M_Right_index_finger.BMP
1617,./247__M_Right_little_finger.BMP
1618,./247__M_Right_middle_finger.BMP
1619,./247__M_Right_ring_finger.BMP
1620,./247__M_Right_thumb_finger.BMP
1621,./248__M_Left_index_finger.BMP
1622,./248__M_Left_little_finger.BMP
1623,./248__M_Left_middle_finger.BMP
1624,./248__M_Left_ring_finger.BMP
1625,./248__M_Left_thumb_finger.BMP
1626,./248__M_Right_index_finger.BMP
1627,./248__M_Right_little_finger.BMP
1628,./248__M_Right_middle_finger.BMP
1629,./248__M_Right_ring_finger.BMP
1630,./248__M_Right_thumb_finger.BMP
1631,./249__M_Left_index_finger.BMP
1632,./249__M_Left_little_finger.BMP
1633,./249__M_Left_middle_finger.BMP
1634,./249__M_Left_ring_finger.BMP
1635,./249__M_Left_thumb_finger.BMP
1636,./249__M_Right_index_finger.BMP
1637,./249__M_Right_little_finger.BMP
1638,./249__M_Right_middle_finger.BMP
1639,./249__M_Right_ring_finger.BMP
1640,./249__M_Right_thumb_finger.BMP
1641,./24__F_Left_index_finger.BMP
1642,./24__F_Left_little_finger.BMP
1643,./24__F_Left_middle_finger.BMP
1644,./24__F_Left_ring_finger.BMP
1645,./24__F_Left_thumb_finger.BMP
1646,./24__F_Right_index_finger.BMP
1647,./24__F_Right_little_finger.BMP
1648,./24__F_Right_middle_finger.BMP
1649,./24__F_Right_ring_finger.BMP
1650,./24__F_Right_thumb_finger.BMP
1651,./250__F_Left_index_finger.BMP
1652,./250__F_Left_little_finger.BMP
1653,./250__F_Left_middle_finger.BMP
1654,./250__F_Left_ring_finger.BMP
1655,./250__F_Left_thumb_finger.BMP
1656,./250__F_Right_index_finger.BMP
1657,./250__F_Right_little_finger.BMP
1658,./250__F_Right_middle_finger.BMP
1659,./250__F_Right_ring_finger.BMP
1660,./250__F_Right_thumb_finger.BMP
1661,./251__M_Left_index_finger.BMP
1662,./251__M_Left_little_finger.BMP
1663,./251__M_Left_middle_finger.BMP
1664,./251__M_Left_ring_finger.BMP
1665,./251__M_Left_thumb_finger.BMP
1666,./251__M_Right_index_finger.BMP
1667,./251__M_Right_little_finger.BMP
1668,./251__M_Right_middle_finger.BMP
1669,./251__M_Right_ring_finger.BMP
1670,./251__M_Right_thumb_finger.BMP
1671,./252__F_Left_index_finger.BMP
1672,./252__F_Left_little_finger.BMP
1673,./252__F_Left_middle_finger.BMP
1674,./252__F_Left_ring_finger.BMP
1675,./252__F_Left_thumb_finger.BMP
1676,./252__F_Right_index_finger.BMP
1677,./252__F_Right_little_finger.BMP
1678,./252__F_Right_middle_finger.BMP
1679,./252__F_Right_ring_finger.BMP
1680,./252__F_Right_thumb_finger.BMP
1681,./253__F_Left_index_finger.BMP
1682,./253__F_Left_little_finger.BMP
1683,./253__F_Left_middle_finger.BMP
1684,./253__F_Left_ring_finger.BMP
1685,./253__F_Left_thumb_finger.BMP
1686,./253__F_Right_index_finger.BMP
1687,./253__F_Right_little_finger.BMP
1688,./253__F_Right_middle_finger.BMP
1689,./253__F_Right_ring_finger.BMP
1690,./253__F_Right_thumb_finger.BMP
1691,./254__M_Left_index_finger.BMP
1692,./254__M_Left_little_finger.BMP
1693,./254__M_Left_middle_finger.BMP
1694,./254__M_Left_ring_finger.BMP
1695,./254__M_Left_thumb_finger.BMP
1696,./254__M_Right_index_finger.BMP
1697,./254__M_Right_little_finger.BMP
1698,./254__M_Right_middle_finger.BMP
1699,./254__M_Right_ring_finger.BMP
1700,./254__M_Right_thumb_finger.BMP
1701,./255__M_Left_index_finger.BMP
1702,./255__M_Left_little_finger.BMP
1703,./255__M_Left_middle_finger.BMP
1704,./255__M_Left_ring_finger.BMP
1705,./255__M_Left_thumb_finger.BMP
1706,./255__M_Right_index_finger.BMP
1707,./255__M_Right_little_finger.BMP
1708,./255__M_Right_middle_finger.BMP
1709,./255__M_Right_ring_finger.BMP
1710,./255__M_Right_thumb_finger.BMP
1711,./256__M_Left_index_finger.BMP
1712,./256__M_Left_little_finger.BMP
1713,./256__M_Left_middle_finger.BMP
1714,./256__M_Left_ring_finger.BMP
1715,./256__M_Left_thumb_finger.BMP
1716,./256__M_Right_index_finger.BMP
1717,./256__M_Right_little_finger.BMP
1718,./256__M_Right_middle_finger.BMP
1719,./256__M_Right_ring_finger.BMP
1720,./256__M_Right_thumb_finger.BMP
1721,./257__M_Left_index_finger.BMP
1722,./257__M_Left_little_finger.BMP
1723,./257__M_Left_middle_finger.BMP
1724,./257__M_Left_ring_finger.BMP
1725,./257__M_Left_thumb_finger.BMP
1726,./257__M_Right_index_finger.BMP
1727,./257__M_Right_little_finger.BMP
1728,./257__M_Right_middle_finger.BMP
1729,./257__M_Right_ring_finger.BMP
1730,./257__M_Right_thumb_finger.BMP
1731,./258__M_Left_index_finger.BMP
1732,./258__M_Left_little_finger.BMP
1733,./258__M_Left_middle_finger.BMP
1734,./258__M_Left_ring_finger.BMP
1735,./258__M_Left_thumb_finger.BMP
1736,./258__M_Right_index_finger.BMP
1737,./258__M_Right_little_finger.BMP
1738,./258__M_Right_middle_finger.BMP
1739,./258__M_Right_ring_finger.BMP
1740,./258__M_Right_thumb_finger.BMP
1741,./259__M_Left_index_finger.BMP
1742,./259__M_Left_little_finger.BMP
1743,./259__M_Left_middle_finger.BMP
1744,./259__M_Left_ring_finger.BMP
1745,./259__M_Left_thumb_finger.BMP
1746,./259__M_Right_index_finger.BMP
1747,./259__M_Right_little_finger.BMP
1748,./259__M_Right_middle_finger.BMP
1749,./259__M_Right_ring_finger.BMP
1750,./259__M_Right_thumb_finger.BMP
1751,./25__F_Left_index_finger.BMP
1752,./25__F_Left_little_finger.BMP
1753,./25__F_Left_middle_finger.BMP
1754,./25__F_Left_ring_finger.BMP
1755,./25__F_Left_thumb_finger.BMP
1756,./25__F_Right_index_finger.BMP
1757,./25__F_Right_little_finger.BMP
1758,./25__F_Right_middle_finger.BMP
1759,./25__F_Right_ring_finger.BMP
1760,./25__F_Right_thumb_finger.BMP
1761,./260__M_Left_index_finger.BMP
1762,./260__M_Left_little_finger.BMP
1763,./260__M_Left_middle_finger.BMP
1764,./260__M_Left_ring_finger.BMP
1765,./260__M_Left_thumb_finger.BMP
1766,./260__M_Right_index_finger.BMP
1767,./260__M_Right_little_finger.BMP
1768,./260__M_Right_middle_finger.BMP
1769,./260__M_Right_ring_finger.BMP
1770,./260__M_Right_thumb_finger.BMP
1771,./261__M_Left_index_finger.BMP
1772,./261__M_Left_little_finger.BMP
1773,./261__M_Left_middle_finger.BMP
1774,./261__M_Left_ring_finger.BMP
1775,./261__M_Left_thumb_finger.BMP
1776,./261__M_Right_index_finger.BMP
1777,./261__M_Right_little_finger.BMP
1778,./261__M_Right_middle_finger.BMP
1779,./261__M_Right_ring_finger.BMP
1780,./261__M_Right_thumb_finger.BMP
1781,./262__M_Left_index_finger.BMP
1782,./262__M_Left_little_finger.BMP
1783,./262__M_Left_middle_finger.BMP
1784,./262__M_Left_ring_finger.BMP
1785,./262__M_Left_thumb_finger.BMP
1786,./262__M_Right_index_finger.BMP
1787,./262__M_Right_little_finger.BMP
1788,./262__M_Right_middle_finger.BMP
1789,./262__M_Right_ring_finger.BMP
1790,./262__M_Right_thumb_finger.BMP
1791,./263__F_Left_index_finger.BMP
1792,./263__F_Left_little_finger.BMP
1793,./263__F_Left_middle_finger.BMP
1794,./263__F_Left_ring_finger.BMP
1795,./263__F_Left_thumb_finger.BMP
1796,./263__F_Right_index_finger.BMP
1797,./263__F_Right_little_finger.BMP
1798,./263__F_Right_middle_finger.BMP
1799,./263__F_Right_ring_finger.BMP
1800,./263__F_Right_thumb_finger.BMP
1801,./264__M_Left_index_finger.BMP
1802,./264__M_Left_little_finger.BMP
1803,./264__M_Left_middle_finger.BMP
1804,./264__M_Left_ring_finger.BMP
1805,./264__M_Left_thumb_finger.BMP
1806,./264__M_Right_index_finger.BMP
1807,./264__M_Right_little_finger.BMP
1808,./264__M_Right_middle_finger.BMP
1809,./264__M_Right_ring_finger.BMP
1810,./264__M_Right_thumb_finger.BMP
1811,./265__M_Left_index_finger.BMP
1812,./265__M_Left_little_finger.BMP
1813,./265__M_Left_middle_finger.BMP
1814,./265__M_Left_ring_finger.BMP
1815,./265__M_Left_thumb_finger.BMP
1816,./265__M_Right_index_finger.BMP
1817,./265__M_Right_little_finger.BMP
1818,./265__M_Right_middle_finger.BMP
1819,./265__M_Right_ring_finger.BMP
1820,./265__M_Right_thumb_finger.BMP
1821,./266__M_Left_index_finger.BMP
1822,./266__M_Left_little_finger.BMP
1823,./266__M_Left_middle_finger.BMP
1824,./266__M_Left_ring_finger.BMP
1825,./266__M_Left_thumb_finger.BMP
1826,./266__M_Right_index_finger.BMP
1827,./266__M_Right_little_finger.BMP
1828,./266__M_Right_middle_finger.BMP
1829,./266__M_Right_ring_finger.BMP
1830,./266__M_Right_thumb_finger.BMP
1831,./267__M_Left_index_finger.BMP
1832,./267__M_Left_little_finger.BMP
1833,./267__M_Left_middle_finger.BMP
1834,./267__M_Left_ring_finger.BMP
1835,./267__M_Left_thumb_finger.BMP
1836,./267__M_Right_index_finger.BMP
1837,./267__M_Right_little_finger.BMP
1838,./267__M_Right_middle_finger.BMP
1839,./267__M_Right_ring_finger.BMP
1840,./267__M_Right_thumb_finger.BMP
1841,./268__M_Left_index_finger.BMP
1842,./268__M_Left_little_finger.BMP
1843,./268__M_Left_middle_finger.BMP
1844,./268__M_Left_ring_finger.BMP
1845,./268__M_Left_thumb_finger.BMP
1846,./268__M_Right_index_finger.BMP
1847,./268__M_Right_little_finger.BMP
1848,./268__M_Right_middle_finger.BMP
1849,./268__M_Right_ring_finger.BMP
1850,./268__M_Right_thumb_finger.BMP
1851,./269__M_Left_index_finger.BMP
1852,./269__M_Left_little_finger.BMP
1853,./269__M_Left_middle_finger.BMP
1854,./269__M_Left_ring_finger.BMP
1855,./269__M_Left_thumb_finger.BMP
1856,./269__M_Right_index_finger.BMP
1857,./269__M_Right_little_finger.BMP
1858,./269__M_Right_middle_finger.BMP
1859,./269__M_Right_ring_finger.BMP
1860,./269__M_Right_thumb_finger.BMP
1861,./26__M_Left_index_finger.BMP
1862,./26__M_Left_little_finger.BMP
1863,./26__M_Left_middle_finger.BMP
1864,./26__M_Left_ring_finger.BMP
1865,./26__M_Left_thumb_finger.BMP
1866,./26__M_Right_index_finger.BMP
1867,./26__M_Right_little_finger.BMP
1868,./26__M_Right_middle_finger.BMP
1869,./26__M_Right_ring_finger.BMP
1870,./26__M_Right_thumb_finger.BMP
1871,./270__M_Left_index_finger.BMP
1872,./270__M_Left_little_finger.BMP
1873,./270__M_Left_middle_finger.BMP
1874,./270__M_Left_ring_finger.BMP
1875,./270__M_Left_thumb_finger.BMP
1876,./270__M_Right_index_finger.BMP
1877,./270__M_Right_little_finger.BMP
1878,./270__M_Right_middle_finger.BMP
1879,./270__M_Right_ring_finger.BMP
1880,./270__M_Right_thumb_finger.BMP
1881,./271__M_Left_index_finger.BMP
1882,./271__M_Left_little_finger.BMP
1883,./271__M_Left_middle_finger.BMP
1884,./271__M_Left_ring_finger.BMP
1885,./271__M_Left_thumb_finger.BMP
1886,./271__M_Right_index_finger.BMP
1887,./271__M_Right_little_finger.BMP
1888,./271__M_Right_middle_finger.BMP
1889,./271__M_Right_ring_finger.BMP
1890,./271__M_Right_thumb_finger.BMP
1891,./272__M_Left_index_finger.BMP
1892,./272__M_Left_little_finger.BMP
1893,./272__M_Left_middle_finger.BMP
1894,./272__M_Left_ring_finger.BMP
1895,./272__M_Left_thumb_finger.BMP
1896,./272__M_Right_index_finger.BMP
1897,./272__M_Right_little_finger.BMP
1898,./272__M_Right_middle_finger.BMP
1899,./272__M_Right_ring_finger.BMP
1900,./272__M_Right_thumb_finger.BMP
1901,./273__M_Left_index_finger.BMP
1902,./273__M_Left_little_finger.BMP
1903,./273__M_Left_middle_finger.BMP
1904,./273__M_Left_ring_finger.BMP
1905,./273__M_Left_thumb_finger.BMP
1906,./273__M_Right_index_finger.BMP
1907,./273__M_Right_little_finger.BMP
1908,./273__M_Right_middle_finger.BMP
1909,./273__M_Right_ring_finger.BMP
1910,./273__M_Right_thumb_finger.BMP
1911,./274__M_Left_index_finger.BMP
1912,./274__M_Left_little_finger.BMP
1913,./274__M_Left_middle_finger.BMP
1914,./274__M_Left_ring_finger.BMP
1915,./274__M_Left_thumb_finger.BMP
1916,./274__M_Right_index_finger.BMP
1917,./274__M_Right_little_finger.BMP
1918,./274__M_Right_middle_finger.BMP
1919,./274__M_Right_ring_finger.BMP
1920,./274__M_Right_thumb_finger.BMP
1921,./275__F_Left_index_finger.BMP
1922,./275__F_Left_little_finger.BMP
1923,./275__F_Left_middle_finger.BMP
1924,./275__F_Left_ring_finger.BMP
1925,./275__F_Left_thumb_finger.BMP
1926,./275__F_Right_index_finger.BMP
1927,./275__F_Right_little_finger.BMP
1928,./275__F_Right_middle_finger.BMP
1929,./275__F_Right_ring_finger.BMP
1930,./275__F_Right_thumb_finger.BMP
1931,./276__M_Left_index_finger.BMP
1932,./276__M_Left_little_finger.BMP
1933,./276__M_Left_middle_finger.BMP
1934,./276__M_Left_ring_finger.BMP
1935,./276__M_Left_thumb_finger.BMP
1936,./276__M_Right_index_finger.BMP
1937,./276__M_Right_little_finger.BMP
1938,./276__M_Right_middle_finger.BMP
1939,./276__M_Right_ring_finger.BMP
1940,./276__M_Right_thumb_finger.BMP
1941,./277__M_Left_index_finger.BMP
1942,./277__M_Left_little_finger.BMP
1943,./277__M_Left_middle_finger.BMP
1944,./277__M_Left_ring_finger.BMP
1945,./277__M_Left_thumb_finger.BMP
1946,./277__M_Right_index_finger.BMP
1947,./277__M_Right_little_finger.BMP
1948,./277__M_Right_middle_finger.BMP
1949,./277__M_Right_ring_finger.BMP
1950,./277__M_Right_thumb_finger.BMP
1951,./278__M_Left_index_finger.BMP
1952,./278__M_Left_little_finger.BMP
1953,./278__M_Left_middle_finger.BMP
1954,./278__M_Left_ring_finger.BMP
1955,./278__M_Left_thumb_finger.BMP
1956,./278__M_Right_index_finger.BMP
1957,./278__M_Right_little_finger.BMP
1958,./278__M_Right_middle_finger.BMP
1959,./278__M_Right_ring_finger.BMP
1960,./278__M_Right_thumb_finger.BMP
1961,./279__M_Left_index_finger.BMP
1962,./279__M_Left_little_finger.BMP
1963,./279__M_Left_middle_finger.BMP
1964,./279__M_Left_ring_finger.BMP
1965,./279__M_Left_thumb_finger.BMP
1966,./279__M_Right_index_finger.BMP
1967,./279__M_Right_little_finger.BMP
1968,./279__M_Right_middle_finger.BMP
1969,./279__M_Right_ring_finger.BMP
1970,./279__M_Right_thumb_finger.BMP
1971,./27__M_Left_index_finger.BMP
1972,./27__M_Left_little_finger.BMP
1973,./27__M_Left_middle_finger.BMP
1974,./27__M_Left_ring_finger.BMP
1975,./27__M_Left_thumb_finger.BMP
1976,./27__M_Right_index_finger.BMP
1977,./27__M_Right_little_finger.BMP
1978,./27__M_Right_middle_finger.BMP
1979,./27__M_Right_ring_finger.BMP
1980,./27__M_Right_thumb_finger.BMP
1981,./280__M_Left_index_finger.BMP
1982,./280__M_Left_little_finger.BMP
1983,./280__M_Left_middle_finger.BMP
1984,./280__M_Left_ring_finger.BMP
1985,./280__M_Left_thumb_finger.BMP
1986,./280__M_Right_index_finger.BMP
1987,./280__M_Right_little_finger.BMP
1988,./280__M_Right_middle_finger.BMP
1989,./280__M_Right_ring_finger.BMP
1990,./280__M_Right_thumb_finger.BMP
1991,./281__M_Left_index_finger.BMP
1992,./281__M_Left_little_finger.BMP
1993,./281__M_Left_middle_finger.BMP
1994,./281__M_Left_ring_finger.BMP
1995,./281__M_Left_thumb_finger.BMP
1996,./281__M_Right_index_finger.BMP
1997,./281__M_Right_little_finger.BMP
1998,./281__M_Right_middle_finger.BMP
1999,./281__M_Right_ring_finger.BMP
2000,./281__M_Right_thumb_finger.BMP
2001,./282__M_Left_index_finger.BMP
2002,./282__M_Left_little_finger.BMP
2003,./282__M_Left_middle_finger.BMP
2004,./282__M_Left_ring_finger.BMP
2005,./282__M_Left_thumb_finger.BMP
2006,./282__M_Right_index_finger.BMP
2007,./282__M_Right_little_finger.BMP
2008,./282__M_Right_middle_finger.BMP
2009,./282__M_Right_ring_finger.BMP
2010,./282__M_Right_thumb_finger.BMP
2011,./283__M_Left_index_finger.BMP
2012,./283__M_Left_little_finger.BMP
2013,./283__M_Left_middle_finger.BMP
2014,./283__M_Left_ring_finger.BMP
2015,./283__M_Left_thumb_finger.BMP
2016,./283__M_Right_index_finger.BMP
2017,./283__M_Right_little_finger.BMP
2018,./283__M_Right_middle_finger.BMP
2019,./283__M_Right_ring_finger.BMP
2020,./283__M_Right_thumb_finger.BMP
2021,./284__M_Left_index_finger.BMP
2022,./284__M_Left_little_finger.BMP
2023,./284__M_Left_middle_finger.BMP
2024,./284__M_Left_ring_finger.BMP
2025,./284__M_Left_thumb_finger.BMP
2026,./284__M_Right_index_finger.BMP
2027,./284__M_Right_little_finger.BMP
2028,./284__M_Right_middle_finger.BMP
2029,./284__M_Right_ring_finger.BMP
2030,./284__M_Right_thumb_finger.BMP
2031,./285__M_Left_index_finger.BMP
2032,./285__M_Left_little_finger.BMP
2033,./285__M_Left_middle_finger.BMP
2034,./285__M_Left_ring_finger.BMP
2035,./285__M_Left_thumb_finger.BMP
2036,./285__M_Right_index_finger.BMP
2037,./285__M_Right_little_finger.BMP
2038,./285__M_Right_middle_finger.BMP
2039,./285__M_Right_ring_finger.BMP
2040,./285__M_Right_thumb_finger.BMP
2041,./286__M_Left_index_finger.BMP
2042,./286__M_Left_little_finger.BMP
2043,./286__M_Left_middle_finger.BMP
2044,./286__M_Left_ring_finger.BMP
2045,./286__M_Left_thumb_finger.BMP
2046,./286__M_Right_index_finger.BMP
2047,./286__M_Right_little_finger.BMP
2048,./286__M_Right_middle_finger.BMP
2049,./286__M_Right_ring_finger.BMP
2050,./286__M_Right_thumb_finger.BMP
2051,./287__M_Left_index_finger.BMP
2052,./287__M_Left_little_finger.BMP
2053,./287__M_Left_middle_finger.BMP
2054,./287__M_Left_ring_finger.BMP
2055,./287__M_Left_thumb_finger.BMP
2056,./287__M_Right_index_finger.BMP
2057,./287__M_Right_little_finger.BMP
2058,./287__M_Right_middle_finger.BMP
2059,./287__M_Right_ring_finger.BMP
2060,./287__M_Right_thumb_finger.BMP
2061,./288__M_Left_index_finger.BMP
2062,./288__M_Left_little_finger.BMP
2063,./288__M_Left_middle_finger.BMP
2064,./288__M_Left_ring_finger.BMP
2065,./288__M_Left_thumb_finger.BMP
2066,./288__M_Right_index_finger.BMP
2067,./288__M_Right_little_finger.BMP
2068,./288__M_Right_middle_finger.BMP
2069,./288__M_Right_ring_finger.BMP
2070,./288__M_Right_thumb_finger.BMP
2071,./289__F_Left_index_finger.BMP
2072,./289__F_Left_little_finger.BMP
2073,./289__F_Left_middle_finger.BMP
2074,./289__F_Left_ring_finger.BMP
2075,./289__F_Left_thumb_finger.BMP
2076,./289__F_Right_index_finger.BMP
2077,./289__F_Right_little_finger.BMP
2078,./289__F_Right_middle_finger.BMP
2079,./289__F_Right_ring_finger.BMP
2080,./289__F_Right_thumb_finger.BMP
2081,./28__M_Left_index_finger.BMP
2082,./28__M_Left_little_finger.BMP
2083,./28__M_Left_middle_finger.BMP
2084,./28__M_Left_ring_finger.BMP
2085,./28__M_Left_thumb_finger.BMP
2086,./28__M_Right_index_finger.BMP
2087,./28__M_Right_little_finger.BMP
2088,./28__M_Right_middle_finger.BMP
2089,./28__M_Right_ring_finger.BMP
2090,./28__M_Right_thumb_finger.BMP
2091,./290__M_Left_index_finger.BMP
2092,./290__M_Left_little_finger.BMP
2093,./290__M_Left_middle_finger.BMP
